drugName	score	gene_name	expert	Entrez
BUTALBITAL	0.17	GABRA4	yes	2557
OCINAPLON	0.05	GABRA4	yes	2557
HALOTHANE	0.03	GABRA4	yes	2557
ENFLURANE	0.03	GABRA4	yes	2557
TEMAZEPAM	0.2	GABRA4	yes	2557
MIGLITOL	17.01	MGAM	yes	8972
ACARBOSE	7.29	MGAM	yes	8972
VOGLIBOSE	57.41	MGAM	yes	8972
RIGOSERTIB	0.08	PLK1	yes	5347
BI-2536	0.45	PLK1	yes	5347
TAK-960	0.72	PLK1	yes	5347
HMN-214	0.18	PLK1	yes	5347
MK-1496	0.72	PLK1	yes	5347
NMS-1286937	1.08	PLK1	yes	5347
VOLASERTIB	0.45	PLK1	yes	5347
GSK-461364	0.9	PLK1	yes	5347
CAFUSERTIB	0.36	PLK1	yes	5347
DANUSERTIB	1.06	AURKB	yes	9212
PF-03814735	1.59	AURKB	yes	9212
BI-811283	3.19	AURKB	yes	9212
ILORASERTIB	0.04	AURKB	yes	9212
TAK-901	2.13	AURKB	yes	9212
ENMD-2076	0.04	AURKB	yes	9212
CENISERTIB	0.04	AURKB	yes	9212
MK-6592	0.35	AURKB	yes	9212
AT-9283	0.49	AURKB	yes	9212
TTP-607	0.35	AURKB	yes	9212
CHIAURANIB	0.27	AURKB	yes	9212
KW-2449	0.43	AURKB	yes	9212
SNS-314	0.15	AURKB	yes	9212
TOZASERTIB	0.12	AURKB	yes	9212
BARASERTIB	0.59	AURKB	yes	9212
GSK-1070916	1.77	AURKB	yes	9212
AMG-900	1.06	AURKB	yes	9212
CYC-116	0.03	AURKB	yes	9212
NIFEDIPINE	0.08	CACNA1S	yes	779
GABAPENTIN	0.07	CACNA1S	yes	779
DRONEDARONE HYDROCHLORIDE	0.12	CACNA1S	yes	779
NICARDIPINE HYDROCHLORIDE	0.22	CACNA1S	yes	779
DILTIAZEM MALATE	0.5	CACNA1S	yes	779
IMAGABALIN	0.08	CACNA1S	yes	779
AZD1305	0.33	CACNA1S	yes	779
AMLODIPINE BESYLATE	0.4	CACNA1S	yes	779
CLEVIDIPINE	1	CACNA1S	yes	779
NIMODIPINE	1	CACNA1S	yes	779
NISOLDIPINE	0.27	CACNA1S	yes	779
GABAPENTIN ENACARBIL	0.08	CACNA1S	yes	779
PREGABALIN	0.08	CACNA1S	yes	779
AMLODIPINE MALEATE	0.5	CACNA1S	yes	779
FELODIPINE	0.43	CACNA1S	yes	779
ATAGABALIN	0.08	CACNA1S	yes	779
BEPRIDIL HYDROCHLORIDE	0.08	CACNA1S	yes	779
VERAPAMIL HYDROCHLORIDE	0.28	CACNA1S	yes	779
DILTIAZEM HYDROCHLORIDE	0.4	CACNA1S	yes	779
ISRADIPINE	0.57	CACNA1S	yes	779
ELPETRIGINE	0.25	CACNA1S	yes	779
AMLODIPINE	0.33	CACNA1S	yes	779
VERAPAMIL	0.19	CACNA1S	yes	779
PARATHYROID HORMONE	7.09	PTH1R	yes	5745
TERIPARATIDE	14.18	PTH1R	yes	5745
TERIPARATIDE ACETATE	7.09	PTH1R	yes	5745
DOFETILIDE	15.95	KCNJ12	yes	3768
RIMONABANT	2.25	CNR1	yes	1268
IBIPINABANT	1.64	CNR1	yes	1268
SURINABANT	3.27	CNR1	yes	1268
CANNABIDIOL	0.98	CNR1	yes	1268
SAD448	0.82	CNR1	yes	1268
TARANABANT	4.09	CNR1	yes	1268
OTENABANT	3.27	CNR1	yes	1268
DRONABINOL	1.84	CNR1	yes	1268
NONABINE	0.82	CNR1	yes	1268
MARINOL	4.91	CNR1	yes	1268
AZD2207	1.64	CNR1	yes	1268
DRINABANT	3.27	CNR1	yes	1268
NABILONE	9	CNR1	yes	1268
OPROZOMIB	0.15	PSMD14	yes	10213
BORTEZOMIB	0.26	PSMD14	yes	10213
IXAZOMIB CITRATE	0.15	PSMD14	yes	10213
CARFILZOMIB	0.41	PSMD14	yes	10213
AZD-6703	0.86	MAPK14	yes	1432
TALMAPIMOD	2.16	MAPK14	yes	1432
ARRY-797	0.43	MAPK14	yes	1432
NEFLAMAPIMOD	1.21	MAPK14	yes	1432
PEXMETINIB	0.17	MAPK14	yes	1432
VX-702	0.49	MAPK14	yes	1432
PF-03715455	0.22	MAPK14	yes	1432
RWJ-67657	0.29	MAPK14	yes	1432
DORAMAPIMOD	0.24	MAPK14	yes	1432
AVE-9940	0.86	MAPK14	yes	1432
RO-3201195	4.31	MAPK14	yes	1432
PIRFENIDONE	0.12	MAPK14	yes	1432
FX-005	0.86	MAPK14	yes	1432
TA-5493	0.86	MAPK14	yes	1432
LEO-15520	0.86	MAPK14	yes	1432
DILMAPIMOD	3.45	MAPK14	yes	1432
KC-706	0.86	MAPK14	yes	1432
AMG-548	0.86	MAPK14	yes	1432
LOSMAPIMOD	1.29	MAPK14	yes	1432
LY-3007113	0.86	MAPK14	yes	1432
R-1487	0.19	MAPK14	yes	1432
BMS-582949	0.65	MAPK14	yes	1432
SD-0006	1.72	MAPK14	yes	1432
PG-760564	0.86	MAPK14	yes	1432
ACUMAPIMOD	1.72	MAPK14	yes	1432
PAMAPIMOD	0.34	MAPK14	yes	1432
TAK-715	0.07	MAPK14	yes	1432
AZD-7624	0.86	MAPK14	yes	1432
PH-797804	0.69	MAPK14	yes	1432
PS-516895	0.86	MAPK14	yes	1432
SEMAPIMOD	0.43	MAPK14	yes	1432
SB-85635	0.86	MAPK14	yes	1432
SCIO-323	0.86	MAPK14	yes	1432
GSK-610677	1.72	MAPK14	yes	1432
RALIMETINIB	1.29	MAPK14	yes	1432
SC-80036	0.86	MAPK14	yes	1432
OLANZAPINE	0.09	HTR1E	yes	3354
OSI-027	1.59	RPTOR	yes	57521
AZD-8055	1.06	RPTOR	yes	57521
SAPANISERTIB	0.69	RPTOR	yes	57521
CARLUMAB	42.53	CCL2	yes	6347
ATAMESTANE	1.77	CYP19A1	yes	1588
ARIMIDEX	1.77	CYP19A1	yes	1588
AMINOGLUTETHIMIDE	3.54	CYP19A1	yes	1588
TESTOLACTONE	5.91	CYP19A1	yes	1588
ANASTROZOLE	2.78	CYP19A1	yes	1588
LETROZOLE	1.77	CYP19A1	yes	1588
EXEMESTANE	2.28	CYP19A1	yes	1588
CISPLATIN	0.14	STAT1	yes	6772
PICOPLATIN	21.26	STAT1	yes	6772
ALTIRATINIB	0.18	NTRK2	yes	4915
LAROTRECTINIB	2.48	NTRK2	yes	4915
AZD-6918	0.47	NTRK2	yes	4915
AZD-7451	0.47	NTRK2	yes	4915
PLX-7486	0.35	NTRK2	yes	4915
ENTRECTINIB	0.22	NTRK2	yes	4915
LESTAURTINIB	0.28	NTRK2	yes	4915
CEP-2563	0.08	NTRK2	yes	4915
SCY 635	5.32	PPIA	yes	5478
CYCLOSPORINE	2.83	PPIA	yes	5478
VOCLOSPORIN	3.19	PPIA	yes	5478
CAL	31.9	PTHLH	yes	5744
ELENBECESTAT	14.18	BACE1	yes	23621
PHENSERINE, (+)-	1.18	BACE1	yes	23621
BMS-852927	1.68	NR1H3	yes	10062
LXR-623	1.12	NR1H3	yes	10062
HYODEOXYCHOLIC_ACID	1.68	NR1H3	yes	10062
CS-8080	1.68	NR1H3	yes	10062
ABITUZUMAB	0.91	ITGB3	yes	3690
ABCIXIMAB	8.35	ITGB3	yes	3690
EPTIFIBATIDE	10.94	ITGB3	yes	3690
INTETUMUMAB	1.82	ITGB3	yes	3690
GLPG-0187	0.76	ITGB3	yes	3690
TIROFIBAN	6.38	ITGB3	yes	3690
GANTOFIBAN	2.28	ITGB3	yes	3690
CILENGITIDE	4.56	ITGB3	yes	3690
TIROFIBAN HYDROCHLORIDE	2.28	ITGB3	yes	3690
ETARACIZUMAB	1.14	ITGB3	yes	3690
TADOCIZUMAB	2.28	ITGB3	yes	3690
SEVOFLURANE	1.61	MT-ND1	yes	NA
DESFLURANE	2.13	MT-ND1	yes	NA
ME-344	0.21	MT-ND1	yes	NA
METFORMIN HYDROCHLORIDE	0.2	MT-ND1	yes	NA
NV-128	0.21	MT-ND1	yes	NA
ENFLURANE	0.69	MT-ND1	yes	NA
HEXOBARBITAL	1.7	GRIK2	yes	2898
METHARBITAL	0.85	GRIK2	yes	2898
PRIMIDONE	0.53	GRIK2	yes	2898
MEPHOBARBITAL	1.42	GRIK2	yes	2898
TOPIRAMATE	0.1	GRIK2	yes	2898
TALBUTAL	0.85	GRIK2	yes	2898
THIOPENTAL	1.55	GRIK2	yes	2898
TEZAMPANEL	0.95	GRIK2	yes	2898
SELURAMPANEL	0.53	GRIK2	yes	2898
BUTABARBITAL	1.7	GRIK2	yes	2898
PHENOBARBITAL	0.46	GRIK2	yes	2898
BUTETHAL	1.7	GRIK2	yes	2898
SECOBARBITAL	1.7	GRIK2	yes	2898
PENTOBARBITAL	0.85	GRIK2	yes	2898
BUTALBITAL	0.85	GRIK2	yes	2898
VALDECOXIB	5.07	PTGS2	yes	5743
IBUPROFEN	0.32	PTGS2	yes	5743
FLURBIPROFEN	1.57	PTGS2	yes	5743
BALSALAZIDE DISODIUM	0.18	PTGS2	yes	5743
KETOROLAC TROMETHAMINE	0.24	PTGS2	yes	5743
FENOPROFEN CALCIUM	0.36	PTGS2	yes	5743
VB-201	0.36	PTGS2	yes	5743
BROMFENAC SODIUM	0.36	PTGS2	yes	5743
AMINOSALICYLATE POTASSIUM	0.36	PTGS2	yes	5743
NAPROXEN ETEMESIL	0.36	PTGS2	yes	5743
PIROXICAM	0.59	PTGS2	yes	5743
BISMUTH SUBSALICYLATE	0.18	PTGS2	yes	5743
IBUPROFEN SODIUM	0.36	PTGS2	yes	5743
OXYPHENBUTAZONE	0.06	PTGS2	yes	5743
DERSALAZINE	0.18	PTGS2	yes	5743
DICLOFENAC	0.33	PTGS2	yes	5743
NEPAFENAC	1.45	PTGS2	yes	5743
IBUPROFEN LYSINE	0.36	PTGS2	yes	5743
NAPROXEN SODIUM	0.24	PTGS2	yes	5743
DICLOFENAC POTASSIUM	0.36	PTGS2	yes	5743
ACETAMINOPHEN	0.15	PTGS2	yes	5743
DICLOFENAC SODIUM	0.12	PTGS2	yes	5743
INDOMETHACIN	0.31	PTGS2	yes	5743
DICLOFENAC EPOLAMINE	0.36	PTGS2	yes	5743
PARECOXIB	0.72	PTGS2	yes	5743
KETOROLAC	2.17	PTGS2	yes	5743
DIFLUNISAL	1.45	PTGS2	yes	5743
BALSALAZIDE	1.09	PTGS2	yes	5743
THALIDOMIDE	0.14	PTGS2	yes	5743
OXAPROZIN POTASSIUM	0.36	PTGS2	yes	5743
MESALAMINE	0.29	PTGS2	yes	5743
SALSALATE	2.17	PTGS2	yes	5743
KETOPROFEN	1.59	PTGS2	yes	5743
NABUMETONE	1.04	PTGS2	yes	5743
CARPROFEN	7.97	PTGS2	yes	5743
SULINDAC	0.36	PTGS2	yes	5743
NAPROXEN	0.85	PTGS2	yes	5743
FENOPROFEN	0.72	PTGS2	yes	5743
MEFENAMIC ACID	0.51	PTGS2	yes	5743
PHENYLBUTAZONE	0.54	PTGS2	yes	5743
MECLOFENAMATE SODIUM	0.1	PTGS2	yes	5743
AMINOSALICYLATE SODIUM	0.36	PTGS2	yes	5743
FLURBIPROFEN SODIUM	0.36	PTGS2	yes	5743
SULFASALAZINE	0.21	PTGS2	yes	5743
ROFECOXIB	1.76	PTGS2	yes	5743
ETORICOXIB	9.42	PTGS2	yes	5743
CIMICOXIB	2.17	PTGS2	yes	5743
BROMFENAC	1.81	PTGS2	yes	5743
TOLMETIN	2.17	PTGS2	yes	5743
CELECOXIB	0.17	PTGS2	yes	5743
OLSALAZINE SODIUM	0.18	PTGS2	yes	5743
NAPROXCINOD	0.72	PTGS2	yes	5743
LICOFELONE	0.72	PTGS2	yes	5743
TOLMETIN SODIUM	0.24	PTGS2	yes	5743
MELOXICAM	2.17	PTGS2	yes	5743
TENOXICAM	1.3	PTGS2	yes	5743
POLMACOXIB	0.72	PTGS2	yes	5743
ETODOLAC	3.14	PTGS2	yes	5743
ASPIRIN	0.06	PTGS2	yes	5743
SUPROFEN	2.9	PTGS2	yes	5743
APRICOXIB	2.17	PTGS2	yes	5743
LUMIRACOXIB	2.17	PTGS2	yes	5743
OXAPROZIN	2.42	PTGS2	yes	5743
ME-344	0.42	MT-ND4	yes	NA
METFORMIN HYDROCHLORIDE	0.39	MT-ND4	yes	NA
NV-128	0.43	MT-ND4	yes	NA
FLUDARABINE	1.06	IKZF1	yes	10320
METHOTREXATE	0.2	IKZF1	yes	10320
IMATINIB	0.31	IKZF1	yes	10320
DAUNORUBICIN	0.32	IKZF1	yes	10320
CYTARABINE	0.49	IKZF1	yes	10320
TAFAMIDIS	35.44	TTR	yes	7276
TAFAMIDIS MEGLUMINE	7.09	TTR	yes	7276
MISOPROSTOL	10.63	PTGER3	yes	5733
DINOPROSTONE	3.07	PTGER3	yes	5733
BIMATOPROST	5.32	PTGER3	yes	5733
SARILUMAB	56.7	IL6R	yes	3570
SIRUKUMAB	7.09	IL6R	yes	3570
TOCILIZUMAB	17.72	IL6R	yes	3570
SATRALIZUMAB	10.63	IL6R	yes	3570
EPRATUZUMAB	53.16	CD22	yes	933
INOTUZUMAB OZOGAMICIN	21.26	CD22	yes	933
BL22	21.26	CD22	yes	933
MOXETUMOMAB PASUDOTOX	31.9	CD22	yes	933
BECTUMOMAB	10.63	CD22	yes	933
DIPYRIDAMOLE	0.25	PDE2A	yes	5138
PENTOXIFYLLINE	0.38	PDE2A	yes	5138
SORAFENIB	0.5	FGF3	yes	2248
IBRUTINIB	0.09	ERBB2	yes	2064
VANDETANIB	0.01	ERBB2	yes	2064
PYROTINIB	0.84	ERBB2	yes	2064
TRASTUZUMAB EMTANSINE	0.03	ERBB2	yes	2064
VARLITINIB	0.84	ERBB2	yes	2064
CARBOPLATIN	0.02	ERBB2	yes	2064
LAPATINIB	1.16	ERBB2	yes	2064
BMS-690514	0.36	ERBB2	yes	2064
CETUXIMAB	0.08	ERBB2	yes	2064
CANERTINIB DIHYDROCHLORIDE	0.14	ERBB2	yes	2064
CUDC-101	0.21	ERBB2	yes	2064
AFATINIB	1.35	ERBB2	yes	2064
MP-412	0.7	ERBB2	yes	2064
SAPITINIB	0.99	ERBB2	yes	2064
ALLITINIB	0.28	ERBB2	yes	2064
POZIOTINIB	0.42	ERBB2	yes	2064
PILARALISIB	0.08	ERBB2	yes	2064
MUBRITINIB	1.27	ERBB2	yes	2064
MM-111	1.06	ERBB2	yes	2064
HEMAY-022	0.42	ERBB2	yes	2064
CP-724714	1.27	ERBB2	yes	2064
DACOMITINIB	1.27	ERBB2	yes	2064
ERTUMAXOMAB	0.28	ERBB2	yes	2064
S-222611	1.06	ERBB2	yes	2064
MDX-210	0.21	ERBB2	yes	2064
IRINOTECAN	0.02	ERBB2	yes	2064
TUCATINIB	1.13	ERBB2	yes	2064
PELITINIB	0.28	ERBB2	yes	2064
SIROLIMUS	0.01	ERBB2	yes	2064
GEFITINIB	0.06	ERBB2	yes	2064
TAK-285	1.27	ERBB2	yes	2064
PACLITAXEL	0.04	ERBB2	yes	2064
OSIMERTINIB MESYLATE	0.11	ERBB2	yes	2064
CANERTINIB	0.3	ERBB2	yes	2064
AFATINIB DIMALEATE	0.14	ERBB2	yes	2064
AC-480	1.06	ERBB2	yes	2064
INSM-18	0.42	ERBB2	yes	2064
TESEVATINIB	0.48	ERBB2	yes	2064
MARGETUXIMAB	1.48	ERBB2	yes	2064
NERATINIB	1.5	ERBB2	yes	2064
GANCOTAMAB	0.84	ERBB2	yes	2064
AEE-788	0.3	ERBB2	yes	2064
JNJ-26483327	0.09	ERBB2	yes	2064
LAPATINIB DITOSYLATE	0.21	ERBB2	yes	2064
PICTILISIB	0.06	ERBB2	yes	2064
TRASTUZUMAB	1.65	ERBB2	yes	2064
CAPECITABINE	0.12	ERBB2	yes	2064
DOCETAXEL	0.05	ERBB2	yes	2064
PERTUZUMAB	1.27	ERBB2	yes	2064
TACEDINALINE	0.55	HDAC3	yes	8841
PANOBINOSTAT LACTATE	0.15	HDAC3	yes	8841
CHIDAMIDE	0.38	HDAC3	yes	8841
ROMIDEPSIN	0.4	HDAC3	yes	8841
FIMEPINOSTAT	0.17	HDAC3	yes	8841
CUDC-101	0.43	HDAC3	yes	8841
AR-42	0.12	HDAC3	yes	8841
RESMINOSTAT	0.28	HDAC3	yes	8841
NANATINOSTAT	0.76	HDAC3	yes	8841
DOMATINOSTAT	0.25	HDAC3	yes	8841
ABEXINOSTAT	0.41	HDAC3	yes	8841
BELINOSTAT	0.65	HDAC3	yes	8841
DEPAKOTE	0.19	HDAC3	yes	8841
MOCETINOSTAT	0.82	HDAC3	yes	8841
PANOBINOSTAT	0.45	HDAC3	yes	8841
AN-9	0.17	HDAC3	yes	8841
ENTINOSTAT	0.59	HDAC3	yes	8841
GIVINOSTAT	0.38	HDAC3	yes	8841
PRACINOSTAT	0.25	HDAC3	yes	8841
VORINOSTAT	0.58	HDAC3	yes	8841
FOSBRETABULIN TROMETHAMINE	0.11	TUBB2B	yes	347733
IXABEPILONE	0.07	TUBB2B	yes	347733
TRASTUZUMAB EMTANSINE	0.1	TUBB2B	yes	347733
PACLITAXEL POLIGLUMEX	0.11	TUBB2B	yes	347733
VINCRISTINE SULFATE	0.09	TUBB2B	yes	347733
INDIBULIN	0.1	TUBB2B	yes	347733
LEXIBULIN	0.11	TUBB2B	yes	347733
VINBLASTINE SULFATE	0.08	TUBB2B	yes	347733
PLINABULIN	0.11	TUBB2B	yes	347733
SAGOPILONE	0.11	TUBB2B	yes	347733
ERIBULIN MESYLATE	0.1	TUBB2B	yes	347733
VINFLUNINE	0.11	TUBB2B	yes	347733
COLCHICINE	0.29	TUBB2B	yes	347733
CABAZITAXEL	0.09	TUBB2B	yes	347733
PACLITAXEL	0.21	TUBB2B	yes	347733
CROLIBULIN	0.11	TUBB2B	yes	347733
FOSBRETABULIN DISODIUM	0.11	TUBB2B	yes	347733
DAVUNETIDE	0.11	TUBB2B	yes	347733
BRENTUXIMAB VEDOTIN	0.1	TUBB2B	yes	347733
VERUBULIN	0.11	TUBB2B	yes	347733
VINORELBINE TARTRATE	0.1	TUBB2B	yes	347733
DOCETAXEL	0.11	TUBB2B	yes	347733
DULANERMIN	15.95	TNFRSF10A	yes	8797
MAPATUMUMAB	79.74	TNFRSF10A	yes	8797
AZD2066	6.71	GRM5	yes	2915
DIPRAGLURANT	10.07	GRM5	yes	2915
RG7342	6.71	GRM5	yes	2915
RASEGLURANT	10.07	GRM5	yes	2915
LY545694	3.36	GRM5	yes	2915
MAVOGLURANT	6.71	GRM5	yes	2915
BASIMGLURANT	13.43	GRM5	yes	2915
AZD2516	3.36	GRM5	yes	2915
ACAMPROSATE	2.24	GRM5	yes	2915
STX107	13.43	GRM5	yes	2915
THIAMYLAL SODIUM	0.06	GABRG1	yes	2565
BUTABARBITAL SODIUM	0.06	GABRG1	yes	2565
ETOMIDATE	0.18	GABRG1	yes	2565
METHARBITAL	0.05	GABRG1	yes	2565
REMIMAZOLAM	0.06	GABRG1	yes	2565
QUAZEPAM	0.25	GABRG1	yes	2565
SEVOFLURANE	0.03	GABRG1	yes	2565
FLUDIAZEPAM	0.18	GABRG1	yes	2565
CLONAZEPAM	0.09	GABRG1	yes	2565
METHYPRYLON	0.06	GABRG1	yes	2565
SECOBARBITAL SODIUM	0.06	GABRG1	yes	2565
PRIMIDONE	0.03	GABRG1	yes	2565
DESFLURANE	0.03	GABRG1	yes	2565
GLUTETHIMIDE	0.06	GABRG1	yes	2565
ISOFLURANE	0.03	GABRG1	yes	2565
CLORAZEPIC ACID	0.1	GABRG1	yes	2565
PROPOFOL	0.03	GABRG1	yes	2565
PENTOBARBITAL SODIUM	0.06	GABRG1	yes	2565
CLORAZEPATE DIPOTASSIUM	0.06	GABRG1	yes	2565
CHLORDIAZEPOXIDE HYDROCHLORIDE	0.06	GABRG1	yes	2565
MIDAZOLAM	0.11	GABRG1	yes	2565
DIAZEPAM	0.17	GABRG1	yes	2565
MEPROBAMATE	0.06	GABRG1	yes	2565
METHOXYFLURANE	0.05	GABRG1	yes	2565
NITRAZEPAM	0.19	GABRG1	yes	2565
CLOTIAZEPAM	0.24	GABRG1	yes	2565
PRAZEPAM	0.18	GABRG1	yes	2565
BROMAZEPAM	0.14	GABRG1	yes	2565
ADIPIPLON	0.11	GABRG1	yes	2565
PF-06372865	0.06	GABRG1	yes	2565
TOPIRAMATE	0.02	GABRG1	yes	2565
ACAMPROSATE CALCIUM	0.04	GABRG1	yes	2565
RESEQUINIL	0.11	GABRG1	yes	2565
FLUMAZENIL	0.05	GABRG1	yes	2565
TALBUTAL	0.05	GABRG1	yes	2565
MIDAZOLAM HYDROCHLORIDE	0.06	GABRG1	yes	2565
TRIAZOLAM	0.17	GABRG1	yes	2565
CINOLAZEPAM	0.18	GABRG1	yes	2565
CHLORDIAZEPOXIDE	0.14	GABRG1	yes	2565
OXAZEPAM	0.19	GABRG1	yes	2565
METHOHEXITAL SODIUM	0.06	GABRG1	yes	2565
HALAZEPAM	0.25	GABRG1	yes	2565
ETHCHLORVYNOL	0.06	GABRG1	yes	2565
LOREDIPLON	0.11	GABRG1	yes	2565
CLOBAZAM	0.14	GABRG1	yes	2565
ADINAZOLAM	0.24	GABRG1	yes	2565
ESZOPICLONE	0.06	GABRG1	yes	2565
ESTAZOLAM	0.22	GABRG1	yes	2565
ETAZOLATE	0.06	GABRG1	yes	2565
LORAZEPAM	0.13	GABRG1	yes	2565
PENTOBARBITAL	0.05	GABRG1	yes	2565
ALPRAZOLAM	0.1	GABRG1	yes	2565
GABOXADOL	0.06	GABRG1	yes	2565
TRICLOFOS SODIUM	0.06	GABRG1	yes	2565
FLURAZEPAM	0.19	GABRG1	yes	2565
THIOPENTAL SODIUM	0.06	GABRG1	yes	2565
BUTALBITAL	0.05	GABRG1	yes	2565
OCINAPLON	0.06	GABRG1	yes	2565
HALOTHANE	0.03	GABRG1	yes	2565
ENFLURANE	0.03	GABRG1	yes	2565
TEMAZEPAM	0.23	GABRG1	yes	2565
GALUNISERTIB	4.56	TGFBR1	yes	7046
TELOTRISTAT	2.66	TPH1	yes	7166
TELOTRISTAT ETHYL	5.32	TPH1	yes	7166
SAPROPTERIN	2.66	TPH1	yes	7166
RADIPRODIL	0.74	GRIN1	yes	2902
AMANTADINE HYDROCHLORIDE	0.19	GRIN1	yes	2902
GW468816	0.21	GRIN1	yes	2902
APIMOSTINEL	0.21	GRIN1	yes	2902
EVT-101	0.74	GRIN1	yes	2902
KETAMINE HYDROCHLORIDE	0.21	GRIN1	yes	2902
ORPHENADRINE HYDROCHLORIDE	0.07	GRIN1	yes	2902
ORPHENADRINE	1.48	GRIN1	yes	2902
LANICEMINE	0.42	GRIN1	yes	2902
LATREPIRDINE	0.21	GRIN1	yes	2902
RAPASTINEL	0.42	GRIN1	yes	2902
NERAMEXANE MESYLATE	0.16	GRIN1	yes	2902
ACAMPROSATE CALCIUM	0.06	GRIN1	yes	2902
NERAMEXANE	0.49	GRIN1	yes	2902
ESKETAMINE	0.42	GRIN1	yes	2902
AV-101	0.21	GRIN1	yes	2902
TRAXOPRODIL	0.74	GRIN1	yes	2902
ESKETAMINE HYDROCHLORIDE	0.42	GRIN1	yes	2902
MEMANTINE HYDROCHLORIDE	0.21	GRIN1	yes	2902
RISLENEMDAZ	0.74	GRIN1	yes	2902
AZD8108	0.21	GRIN1	yes	2902
ORPHENADRINE CITRATE	0.07	GRIN1	yes	2902
DIMIRACETAM	0.37	GRIN1	yes	2902
NEBOGLAMINE	0.21	GRIN1	yes	2902
DELUCEMINE	0.21	GRIN1	yes	2902
CNS-5161	0.42	GRIN1	yes	2902
MEMANTINE	2.08	GRIN1	yes	2902
INDANTADOL	0.33	GRIN1	yes	2902
FELBAMATE	0.25	GRIN1	yes	2902
RALFINAMIDE	0.08	GRIN1	yes	2902
DEXANABINOL	0.13	GRIN1	yes	2902
EVEROLIMUS	0.34	STK11	yes	6794
SELUMETINIB	0.32	STK11	yes	6794
PEMBROLIZUMAB	0.25	STK11	yes	6794
NIVOLUMAB	0.37	STK11	yes	6794
ATEZOLIZUMAB	0.43	STK11	yes	6794
DOCETAXEL	0.11	STK11	yes	6794
METHOTREXATE SODIUM	3.99	DHFR	yes	1719
PEMETREXED	5.41	DHFR	yes	1719
TALOTREXIN	1.33	DHFR	yes	1719
METHOTREXATE	1.03	DHFR	yes	1719
PRALATREXATE	7.97	DHFR	yes	1719
TRIMETREXATE	4.87	DHFR	yes	1719
IROSUSTAT	14.18	STS	yes	412
ADAPALENE	0.87	RXRA	yes	6256
ACITRETIN	0.16	RXRA	yes	6256
ALITRETINOIN	1.46	RXRA	yes	6256
SDX-101	0.44	RXRA	yes	6256
BEXAROTENE	1.57	RXRA	yes	6256
IRX-4204	0.29	RXRA	yes	6256
MOFAROTENE	0.15	RXRA	yes	6256
ETRETINATE	0.5	RXRA	yes	6256
EPACADOSTAT	13.67	IDO1	yes	3620
ABITUZUMAB	1.42	ITGB1	yes	3688
PF-04605412	3.54	ITGB1	yes	3688
INTETUMUMAB	1.42	ITGB1	yes	3688
GLPG-0187	1.18	ITGB1	yes	3688
FIRATEGRAST	4.73	ITGB1	yes	3688
VOLOCIXIMAB	7.09	ITGB1	yes	3688
NATALIZUMAB	2.36	ITGB1	yes	3688
SAN-300	3.54	ITGB1	yes	3688
ETARACIZUMAB	1.77	ITGB1	yes	3688
DESONIDE	1.01	ANXA1	yes	301
MOMETASONE	1.52	ANXA1	yes	301
BETAMETHASONE	0.34	ANXA1	yes	301
HYDROCORTAMATE	1.52	ANXA1	yes	301
PREDNISOLONE	0.12	ANXA1	yes	301
AMCINONIDE	1.74	ANXA1	yes	301
PREDNISONE	0.09	ANXA1	yes	301
DESOXIMETASONE	0.61	ANXA1	yes	301
ALCLOMETASONE	1.01	ANXA1	yes	301
CLOBETASOL	0.76	ANXA1	yes	301
RIMEXOLONE	0.61	ANXA1	yes	301
TRIAMCINOLONE	0.13	ANXA1	yes	301
DIFLORASONE	1.01	ANXA1	yes	301
BECLOMETHASONE	0.25	ANXA1	yes	301
PREDNICARBATE	0.76	ANXA1	yes	301
CLOCORTOLONE	1.01	ANXA1	yes	301
METHYLPREDNISOLONE	0.38	ANXA1	yes	301
DEXAMETHASONE	0.25	ANXA1	yes	301
ME-344	0.42	MT-ND2	yes	NA
METFORMIN HYDROCHLORIDE	0.39	MT-ND2	yes	NA
NV-128	0.43	MT-ND2	yes	NA
FOSBRETABULIN TROMETHAMINE	0.11	TUBB2A	yes	7280
IXABEPILONE	0.14	TUBB2A	yes	7280
TRASTUZUMAB EMTANSINE	0.1	TUBB2A	yes	7280
PACLITAXEL POLIGLUMEX	0.11	TUBB2A	yes	7280
VINCRISTINE	0.16	TUBB2A	yes	7280
ENMD-981693	0.06	TUBB2A	yes	7280
VINCRISTINE SULFATE	0.09	TUBB2A	yes	7280
INDIBULIN	0.1	TUBB2A	yes	7280
LEXIBULIN	0.11	TUBB2A	yes	7280
VINBLASTINE SULFATE	0.08	TUBB2A	yes	7280
PLINABULIN	0.11	TUBB2A	yes	7280
SAGOPILONE	0.11	TUBB2A	yes	7280
ERIBULIN MESYLATE	0.1	TUBB2A	yes	7280
VINFLUNINE	0.11	TUBB2A	yes	7280
COLCHICINE	0.31	TUBB2A	yes	7280
CABAZITAXEL	0.09	TUBB2A	yes	7280
PACLITAXEL	0.2	TUBB2A	yes	7280
CROLIBULIN	0.11	TUBB2A	yes	7280
FOSBRETABULIN DISODIUM	0.11	TUBB2A	yes	7280
VINORELBINE	0.23	TUBB2A	yes	7280
DAVUNETIDE	0.11	TUBB2A	yes	7280
BRENTUXIMAB VEDOTIN	0.1	TUBB2A	yes	7280
VINBLASTINE	0.24	TUBB2A	yes	7280
