id,drug_class1,drug_class2,ddi_ref_id,ddi_risk,description,source_id
4912,sodium oxybate,talbutal,2,Critical,SODIUM OXYBATE/TALBUTAL [VA Drug Interaction],C56^7516^
4913,sodium oxybate,trazodone,2,Critical,SODIUM OXYBATE/TRAZODONE [VA Drug Interaction],C56^7517^
4914,sodium oxybate,tryptophan,2,Critical,SODIUM OXYBATE/TRYPTOPHAN [VA Drug Interaction],C56^7518^
4915,sodium oxybate,zaleplon,2,Critical,SODIUM OXYBATE/ZALEPLON [VA Drug Interaction],C56^7519^
4916,dofetilide,chloroquine,2,Significant,CHLOROQUINE/DOFETILIDE [VA Drug Interaction],C56^7521^
4917,dofetilide,domperidone,2,Significant,DOFETILIDE/DOMPERIDONE [VA Drug Interaction],C56^7523^
4918,dofetilide,haloperidol,2,Significant,DOFETILIDE/HALOPERIDOL [VA Drug Interaction],C56^7524^
4919,dofetilide,ondansetron,2,Significant,DOFETILIDE/ONDANSETRON [VA Drug Interaction],C56^7525^
4920,dofetilide,pentamidine,2,Significant,DOFETILIDE/PENTAMIDINE [VA Drug Interaction],C56^7526^
4921,dofetilide,probucol,2,Significant,DOFETILIDE/PROBUCOL [VA Drug Interaction],C56^7527^
4922,azithromycin,droperidol,2,Critical,AZITHROMYCIN/DROPERIDOL [VA Drug Interaction],C56^7529^
4923,azithromycin,bepridil,2,Critical,AZITHROMYCIN/BEPRIDIL [VA Drug Interaction],C56^7530^
4924,clarithromycin,bepridil,2,Critical,BEPRIDIL/CLARITHROMYCIN [VA Drug Interaction],C56^7531^
4925,azithromycin,disopyramide,2,Critical,AZITHROMYCIN/DISOPYRAMIDE [VA Drug Interaction],C56^7532^
4926,clarithromycin,droperidol,2,Critical,CLARITHROMYCIN/DROPERIDOL [VA Drug Interaction],C56^7533^
4927,erythromycin,droperidol,2,Critical,DROPERIDOL/ERYTHROMYCIN [VA Drug Interaction],C56^7534^
4928,azithromycin,sparfloxacin,2,Critical,AZITHROMYCIN/SPARFLOXACIN [VA Drug Interaction],C56^7539^
4929,clarithromycin,sparfloxacin,2,Critical,CLARITHROMYCIN/SPARFLOXACIN [VA Drug Interaction],C56^7540^
4930,erythromycin,sparfloxacin,2,Critical,ERYTHROMYCIN/SPARFLOXACIN [VA Drug Interaction],C56^7541^
4931,ritonavir,etonogestrel,2,Significant,ETONOGESTREL/RITONAVIR [VA Drug Interaction],C56^7588^
4932,ritonavir,medroxyprogesterone,2,Significant,MEDROXYPROGESTERONE/RITONAVIR [VA Drug Interaction],C56^7589^
4933,ritonavir,ulipristal acetate,2,Significant,RITONAVIR/ULIPRISTAL ACETATE [VA Drug Interaction],C56^7591^
4934,estradiol,atazanavir,2,Significant,ATAZANAVIR/ESTRADIOL [VA Drug Interaction],C56^7592^
4935,estradiol,darunavir,2,Significant,DARUNAVIR/ESTRADIOL [VA Drug Interaction],C56^7593^
4936,estradiol,fosamprenavir,2,Significant,ESTRADIOL/FOSAMPRENAVIR [VA Drug Interaction],C56^7594^
4937,estradiol,saquinavir,2,Significant,ESTRADIOL/SAQUINAVIR [VA Drug Interaction],C56^7596^
4938,estradiol,tipranavir,2,Significant,ESTRADIOL/TIPRANAVIR [VA Drug Interaction],C56^7597^
4939,estrone,atazanavir,2,Significant,ATAZANAVIR/ESTRONE [VA Drug Interaction],C56^7604^
4940,estrone,darunavir,2,Significant,DARUNAVIR/ESTRONE [VA Drug Interaction],C56^7605^
4941,estrone,fosamprenavir,2,Significant,ESTRONE/FOSAMPRENAVIR [VA Drug Interaction],C56^7606^
4942,estrone,saquinavir,2,Significant,ESTRONE/SAQUINAVIR [VA Drug Interaction],C56^7608^
4943,estrone,tipranavir,2,Significant,ESTRONE/TIPRANAVIR [VA Drug Interaction],C56^7609^
4949,etonogestrel,atazanavir,2,Significant,ATAZANAVIR/ETONOGESTREL [VA Drug Interaction],C56^7625^
4950,etonogestrel,darunavir,2,Significant,DARUNAVIR/ETONOGESTREL [VA Drug Interaction],C56^7626^
4951,etonogestrel,fosamprenavir,2,Significant,ETONOGESTREL/FOSAMPRENAVIR [VA Drug Interaction],C56^7627^
4952,etonogestrel,saquinavir,2,Significant,ETONOGESTREL/SAQUINAVIR [VA Drug Interaction],C56^7629^
4953,etonogestrel,tipranavir,2,Significant,ETONOGESTREL/TIPRANAVIR [VA Drug Interaction],C56^7630^
4954,levonorgestrel,atazanavir,2,Significant,ATAZANAVIR/LEVONORGESTREL [VA Drug Interaction],C56^7631^
4955,levonorgestrel,darunavir,2,Significant,DARUNAVIR/LEVONORGESTREL [VA Drug Interaction],C56^7632^
4956,levonorgestrel,fosamprenavir,2,Significant,FOSAMPRENAVIR/LEVONORGESTREL [VA Drug Interaction],C56^7633^
4957,levonorgestrel,saquinavir,2,Significant,LEVONORGESTREL/SAQUINAVIR [VA Drug Interaction],C56^7634^
4958,levonorgestrel,tipranavir,2,Significant,LEVONORGESTREL/TIPRANAVIR [VA Drug Interaction],C56^7635^
4959,medroxyprogesterone,atazanavir,2,Significant,ATAZANAVIR/MEDROXYPROGESTERONE [VA Drug Interaction],C56^7636^
4960,medroxyprogesterone,darunavir,2,Significant,DARUNAVIR/MEDROXYPROGESTERONE [VA Drug Interaction],C56^7637^
4961,medroxyprogesterone,fosamprenavir,2,Significant,FOSAMPRENAVIR/MEDROXYPROGESTERONE [VA Drug Interaction],C56^7638^
4962,medroxyprogesterone,saquinavir,2,Significant,MEDROXYPROGESTERONE/SAQUINAVIR [VA Drug Interaction],C56^7640^
4963,medroxyprogesterone,tipranavir,2,Significant,MEDROXYPROGESTERONE/TIPRANAVIR [VA Drug Interaction],C56^7641^
4964,mestranol,atazanavir,2,Significant,ATAZANAVIR/MESTRANOL [VA Drug Interaction],C56^7646^
4965,mestranol,darunavir,2,Significant,DARUNAVIR/MESTRANOL [VA Drug Interaction],C56^7647^
4966,mestranol,fosamprenavir,2,Significant,FOSAMPRENAVIR/MESTRANOL [VA Drug Interaction],C56^7648^
4967,mestranol,saquinavir,2,Significant,MESTRANOL/SAQUINAVIR [VA Drug Interaction],C56^7649^
4968,mestranol,tipranavir,2,Significant,MESTRANOL/TIPRANAVIR [VA Drug Interaction],C56^7650^
4969,ulipristal acetate,atazanavir,2,Significant,ATAZANAVIR/ULIPRISTAL ACETATE [VA Drug Interaction],C56^7656^
4970,ulipristal acetate,darunavir,2,Significant,DARUNAVIR/ULIPRISTAL ACETATE [VA Drug Interaction],C56^7657^
4971,ulipristal acetate,fosamprenavir,2,Significant,FOSAMPRENAVIR/ULIPRISTAL ACETATE [VA Drug Interaction],C56^7658^
4972,ulipristal acetate,saquinavir,2,Significant,SAQUINAVIR/ULIPRISTAL ACETATE [VA Drug Interaction],C56^7660^
4973,ulipristal acetate,tipranavir,2,Significant,TIPRANAVIR/ULIPRISTAL ACETATE [VA Drug Interaction],C56^7661^
4974,potassium iodide,spironolactone,2,Significant,POTASSIUM IODIDE/SPIRONOLACTONE [VA Drug Interaction],C56^7662^
4975,triamterene,potassium iodide,2,Significant,POTASSIUM IODIDE/TRIAMTERENE [VA Drug Interaction],C56^7663^
4977,potassium iodide,benazepril,2,Significant,BENAZEPRIL/POTASSIUM IODIDE [VA Drug Interaction],C56^7665^
4979,potassium iodide,captopril,2,Significant,CAPTOPRIL/POTASSIUM IODIDE [VA Drug Interaction],C56^7667^
4980,potassium iodide,enalapril,2,Significant,ENALAPRIL/POTASSIUM IODIDE [VA Drug Interaction],C56^7668^
4981,potassium iodide,eprosartan,2,Significant,EPROSARTAN/POTASSIUM IODIDE [VA Drug Interaction],C56^7669^
4982,potassium iodide,fosinopril,2,Significant,FOSINOPRIL/POTASSIUM IODIDE [VA Drug Interaction],C56^7670^
4983,potassium iodide,irbesartan,2,Significant,IRBESARTAN/POTASSIUM IODIDE [VA Drug Interaction],C56^7671^
4984,potassium iodide,lisinopril,2,Significant,LISINOPRIL/POTASSIUM IODIDE [VA Drug Interaction],C56^7672^
4985,potassium iodide,losartan,2,Significant,LOSARTAN/POTASSIUM IODIDE [VA Drug Interaction],C56^7673^
4987,potassium iodide,perindopril,2,Significant,PERINDOPRIL/POTASSIUM IODIDE [VA Drug Interaction],C56^7676^
4988,potassium iodide,quinapril,2,Significant,POTASSIUM IODIDE/QUINAPRIL [VA Drug Interaction],C56^7677^
4989,potassium iodide,ramipril,2,Significant,POTASSIUM IODIDE/RAMIPRIL [VA Drug Interaction],C56^7678^
4990,potassium iodide,telmisartan,2,Significant,POTASSIUM IODIDE/TELMISARTAN [VA Drug Interaction],C56^7679^
4991,potassium iodide,trandolapril,2,Significant,POTASSIUM IODIDE/TRANDOLAPRIL [VA Drug Interaction],C56^7680^
4992,potassium iodide,valsartan,2,Significant,POTASSIUM IODIDE/VALSARTAN [VA Drug Interaction],C56^7681^
4993,lomitapide,nefazodone,2,Critical,LOMITAPIDE/NEFAZODONE [VA Drug Interaction],C56^7753^
4994,lomitapide,posaconazole,2,Critical,LOMITAPIDE/POSACONAZOLE [VA Drug Interaction],C56^7755^
4995,lomitapide,ritonavir,2,Critical,LOMITAPIDE/RITONAVIR [VA Drug Interaction],C56^7756^
4996,lomitapide,saquinavir,2,Critical,LOMITAPIDE/SAQUINAVIR [VA Drug Interaction],C56^7757^
4997,lomitapide,telaprevir,2,Critical,LOMITAPIDE/TELAPREVIR [VA Drug Interaction],C56^7758^
4998,lomitapide,telithromycin,2,Critical,LOMITAPIDE/TELITHROMYCIN [VA Drug Interaction],C56^7759^
4999,lomitapide,verapamil,2,Critical,LOMITAPIDE/VERAPAMIL [VA Drug Interaction],C56^7760^
5000,lomitapide,voriconazole,2,Critical,LOMITAPIDE/VORICONAZOLE [VA Drug Interaction],C56^7761^
5001,methotrexate,ciprofloxacin,2,Significant,CIPROFLOXACIN/METHOTREXATE [VA Drug Interaction],C56^7762^
5002,daptomycin,lovastatin,2,Significant,DAPTOMYCIN/LOVASTATIN [VA Drug Interaction],C56^7766^
5003,daptomycin,pitavastatin,2,Significant,DAPTOMYCIN/PITAVASTATIN [VA Drug Interaction],C56^7767^
5004,daptomycin,pravastatin,2,Significant,DAPTOMYCIN/PRAVASTATIN [VA Drug Interaction],C56^7768^
5005,daptomycin,rosuvastatin,2,Significant,DAPTOMYCIN/ROSUVASTATIN [VA Drug Interaction],C56^7769^
5006,daptomycin,simvastatin,2,Significant,DAPTOMYCIN/SIMVASTATIN [VA Drug Interaction],C56^7770^
5007,methotrexate,bromfenac,2,Significant,BROMFENAC/METHOTREXATE [VA Drug Interaction],C56^7771^
5008,pralatrexate,bromfenac,2,Significant,BROMFENAC/PRALATREXATE [VA Drug Interaction],C56^7772^
5009,pralatrexate,diclofenac,2,Significant,DICLOFENAC/PRALATREXATE [VA Drug Interaction],C56^7773^
5010,pralatrexate,etodolac,2,Significant,ETODOLAC/PRALATREXATE [VA Drug Interaction],C56^7776^
5011,pralatrexate,fenoprofen,2,Significant,FENOPROFEN/PRALATREXATE [VA Drug Interaction],C56^7777^
5012,pralatrexate,flurbiprofen,2,Significant,FLURBIPROFEN/PRALATREXATE [VA Drug Interaction],C56^7778^
5013,pralatrexate,ibuprofen,2,Significant,IBUPROFEN/PRALATREXATE [VA Drug Interaction],C56^7779^
5014,pralatrexate,indomethacin,2,Significant,INDOMETHACIN/PRALATREXATE [VA Drug Interaction],C56^7780^
5015,pralatrexate,ketoprofen,2,Significant,KETOPROFEN/PRALATREXATE [VA Drug Interaction],C56^7781^
5016,methotrexate,ketorolac,2,Significant,KETOROLAC/METHOTREXATE [VA Drug Interaction],C56^7782^
5017,pralatrexate,ketorolac,2,Significant,KETOROLAC/PRALATREXATE [VA Drug Interaction],C56^7783^
5018,pralatrexate,meclofenamic acid,2,Significant,MECLOFENAMIC ACID/PRALATREXATE [VA Drug Interaction],C56^7786^
5019,pralatrexate,mefenamic acid,2,Significant,MEFENAMIC ACID/PRALATREXATE [VA Drug Interaction],C56^7787^
5020,pralatrexate,meloxicam,2,Significant,MELOXICAM/PRALATREXATE [VA Drug Interaction],C56^7788^
5021,pralatrexate,nabumetone,2,Significant,NABUMETONE/PRALATREXATE [VA Drug Interaction],C56^7789^
5022,pralatrexate,naproxen,2,Significant,NAPROXEN/PRALATREXATE [VA Drug Interaction],C56^7790^
5023,pralatrexate,oxaprozin,2,Significant,OXAPROZIN/PRALATREXATE [VA Drug Interaction],C56^7791^
5024,methotrexate,oxyphenbutazone,2,Significant,METHOTREXATE/OXYPHENBUTAZONE [VA Drug Interaction],C56^7792^
5025,pralatrexate,oxyphenbutazone,2,Significant,OXYPHENBUTAZONE/PRALATREXATE [VA Drug Interaction],C56^7793^
5026,pralatrexate,phenylbutazone,2,Significant,PHENYLBUTAZONE/PRALATREXATE [VA Drug Interaction],C56^7794^
5027,pralatrexate,piroxicam,2,Significant,PIROXICAM/PRALATREXATE [VA Drug Interaction],C56^7795^
5028,pralatrexate,rofecoxib,2,Significant,PRALATREXATE/ROFECOXIB [VA Drug Interaction],C56^7796^
5029,pralatrexate,sulindac,2,Significant,PRALATREXATE/SULINDAC [VA Drug Interaction],C56^7797^
5030,pralatrexate,tolmetin,2,Significant,PRALATREXATE/TOLMETIN [VA Drug Interaction],C56^7798^
5031,ticagrelor,boceprevir,2,Critical,BOCEPREVIR/TICAGRELOR [VA Drug Interaction],C56^7799^
5032,ticagrelor,conivaptan,2,Critical,CONIVAPTAN/TICAGRELOR [VA Drug Interaction],C56^7800^
5033,ticagrelor,posaconazole,2,Critical,POSACONAZOLE/TICAGRELOR [VA Drug Interaction],C56^7802^
5034,ticagrelor,telaprevir,2,Critical,TELAPREVIR/TICAGRELOR [VA Drug Interaction],C56^7803^
5035,cabozantinib,carbamazepine,2,Significant,CABOZANTINIB/CARBAMAZEPINE [VA Drug Interaction],C56^7683^
5036,cabozantinib,dexamethasone,2,Significant,CABOZANTINIB/DEXAMETHASONE [VA Drug Interaction],C56^7684^
5037,cabozantinib,enzalutamide,2,Significant,CABOZANTINIB/ENZALUTAMIDE [VA Drug Interaction],C56^7685^
5038,cabozantinib,phenobarbital,2,Significant,CABOZANTINIB/PHENOBARBITAL [VA Drug Interaction],C56^7687^
5039,cabozantinib,phenytoin,2,Significant,CABOZANTINIB/PHENYTOIN [VA Drug Interaction],C56^7688^
5040,cabozantinib,primidone,2,Significant,CABOZANTINIB/PRIMIDONE [VA Drug Interaction],C56^7689^
5041,cabozantinib,rifabutin,2,Significant,CABOZANTINIB/RIFABUTIN [VA Drug Interaction],C56^7690^
5042,cobicistat,cabozantinib,2,Significant,CABOZANTINIB/COBICISTAT [VA Drug Interaction],C56^7692^
5043,cabozantinib,boceprevir,2,Significant,BOCEPREVIR/CABOZANTINIB [VA Drug Interaction],C56^7693^
5044,cabozantinib,clarithromycin,2,Significant,CABOZANTINIB/CLARITHROMYCIN [VA Drug Interaction],C56^7694^
5045,cabozantinib,itraconazole,2,Significant,CABOZANTINIB/ITRACONAZOLE [VA Drug Interaction],C56^7696^
5046,cabozantinib,ketoconazole,2,Significant,CABOZANTINIB/KETOCONAZOLE [VA Drug Interaction],C56^7697^
5047,cabozantinib,ritonavir,2,Significant,CABOZANTINIB/RITONAVIR [VA Drug Interaction],C56^7698^
5048,cabozantinib,nefazodone,2,Significant,CABOZANTINIB/NEFAZODONE [VA Drug Interaction],C56^7700^
5049,cabozantinib,posaconazole,2,Significant,CABOZANTINIB/POSACONAZOLE [VA Drug Interaction],C56^7702^
5050,saquinavir,cabozantinib,2,Significant,CABOZANTINIB/SAQUINAVIR [VA Drug Interaction],C56^7703^
5051,cabozantinib,telaprevir,2,Significant,CABOZANTINIB/TELAPREVIR [VA Drug Interaction],C56^7704^
5052,cabozantinib,telithromycin,2,Significant,CABOZANTINIB/TELITHROMYCIN [VA Drug Interaction],C56^7705^
5053,cabozantinib,troleandomycin,2,Significant,CABOZANTINIB/TROLEANDOMYCIN [VA Drug Interaction],C56^7706^
5054,cabozantinib,voriconazole,2,Significant,CABOZANTINIB/VORICONAZOLE [VA Drug Interaction],C56^7707^
5055,ponatinib,boceprevir,2,Significant,BOCEPREVIR/PONATINIB [VA Drug Interaction],C56^7708^
5056,ponatinib,clarithromycin,2,Significant,CLARITHROMYCIN/PONATINIB [VA Drug Interaction],C56^7709^
5057,ponatinib,conivaptan,2,Significant,CONIVAPTAN/PONATINIB [VA Drug Interaction],C56^7710^
5058,ponatinib,itraconazole,2,Significant,ITRACONAZOLE/PONATINIB [VA Drug Interaction],C56^7712^
5059,ponatinib,ketoconazole,2,Significant,KETOCONAZOLE/PONATINIB [VA Drug Interaction],C56^7713^
5060,ponatinib,nefazodone,2,Significant,NEFAZODONE/PONATINIB [VA Drug Interaction],C56^7715^
5061,ponatinib,posaconazole,2,Significant,PONATINIB/POSACONAZOLE [VA Drug Interaction],C56^7717^
5062,ponatinib,ritonavir,2,Significant,PONATINIB/RITONAVIR [VA Drug Interaction],C56^7718^
5063,ponatinib,saquinavir,2,Significant,PONATINIB/SAQUINAVIR [VA Drug Interaction],C56^7719^
5064,ponatinib,telaprevir,2,Significant,PONATINIB/TELAPREVIR [VA Drug Interaction],C56^7720^
5065,ponatinib,telithromycin,2,Significant,PONATINIB/TELITHROMYCIN [VA Drug Interaction],C56^7721^
5066,ponatinib,voriconazole,2,Significant,PONATINIB/VORICONAZOLE [VA Drug Interaction],C56^7722^
5067,lomitapide,amprenavir,2,Critical,AMPRENAVIR/LOMITAPIDE [VA Drug Interaction],C56^7735^
5068,lomitapide,aprepitant,2,Critical,APREPITANT/LOMITAPIDE [VA Drug Interaction],C56^7736^
5069,lomitapide,atazanavir,2,Critical,ATAZANAVIR/LOMITAPIDE [VA Drug Interaction],C56^7737^
5070,lomitapide,boceprevir,2,Critical,BOCEPREVIR/LOMITAPIDE [VA Drug Interaction],C56^7738^
5071,lomitapide,ciprofloxacin,2,Critical,CIPROFLOXACIN/LOMITAPIDE [VA Drug Interaction],C56^7739^
5072,lomitapide,clarithromycin,2,Critical,CLARITHROMYCIN/LOMITAPIDE [VA Drug Interaction],C56^7740^
5073,lomitapide,conivaptan,2,Critical,CONIVAPTAN/LOMITAPIDE [VA Drug Interaction],C56^7741^
5074,lomitapide,darunavir,2,Critical,DARUNAVIR/LOMITAPIDE [VA Drug Interaction],C56^7742^
5075,lomitapide,diltiazem,2,Critical,DILTIAZEM/LOMITAPIDE [VA Drug Interaction],C56^7743^
5076,lomitapide,cobicistat,2,Critical,COBICISTAT/LOMITAPIDE [VA Drug Interaction],C56^7744^
5077,lomitapide,erythromycin,2,Critical,ERYTHROMYCIN/LOMITAPIDE [VA Drug Interaction],C56^7745^
5078,lomitapide,fluconazole,2,Critical,FLUCONAZOLE/LOMITAPIDE [VA Drug Interaction],C56^7746^
5079,lomitapide,fosaprepitant,2,Critical,FOSAPREPITANT/LOMITAPIDE [VA Drug Interaction],C56^7747^
5080,lomitapide,imatinib,2,Critical,IMATINIB/LOMITAPIDE [VA Drug Interaction],C56^7748^
5081,lomitapide,itraconazole,2,Critical,ITRACONAZOLE/LOMITAPIDE [VA Drug Interaction],C56^7750^
5082,lomitapide,ketoconazole,2,Critical,KETOCONAZOLE/LOMITAPIDE [VA Drug Interaction],C56^7751^
5083,pasireotide,vandetanib,2,Significant,PASIREOTIDE/VANDETANIB [VA Drug Interaction],C56^7875^
5084,pasireotide,saquinavir,2,Significant,PASIREOTIDE/SAQUINAVIR [VA Drug Interaction],C56^7876^
5085,pasireotide,iloperidone,2,Significant,ILOPERIDONE/PASIREOTIDE [VA Drug Interaction],C56^7877^
5086,pasireotide,lopinavir,2,Significant,LOPINAVIR/PASIREOTIDE [VA Drug Interaction],C56^7878^
5087,pasireotide,asenapine,2,Significant,ASENAPINE/PASIREOTIDE [VA Drug Interaction],C56^7879^
5088,pasireotide,dronedarone,2,Critical,DRONEDARONE/PASIREOTIDE [VA Drug Interaction],C56^7881^
5089,pasireotide,artemether,2,Critical,ARTEMETHER/PASIREOTIDE [VA Drug Interaction],C56^7882^
5090,pasireotide,lumefantrine,2,Critical,LUMEFANTRINE/PASIREOTIDE [VA Drug Interaction],C56^7883^
5091,pasireotide,tetrabenazine,2,Significant,PASIREOTIDE/TETRABENAZINE [VA Drug Interaction],C56^7884^
5092,pasireotide,nilotinib,2,Significant,NILOTINIB/PASIREOTIDE [VA Drug Interaction],C56^7885^
5093,pasireotide,paliperidone,2,Significant,PALIPERIDONE/PASIREOTIDE [VA Drug Interaction],C56^7886^
5094,pasireotide,disopyramide,2,Critical,DISOPYRAMIDE/PASIREOTIDE [VA Drug Interaction],C56^7887^
5095,pasireotide,cisapride,2,Critical,CISAPRIDE/PASIREOTIDE [VA Drug Interaction],C56^7888^
5096,pasireotide,amiodarone,2,Critical,AMIODARONE/PASIREOTIDE [VA Drug Interaction],C56^7889^
5097,pasireotide,droperidol,2,Critical,DROPERIDOL/PASIREOTIDE [VA Drug Interaction],C56^7890^
5098,pasireotide,sparfloxacin,2,Critical,PASIREOTIDE/SPARFLOXACIN [VA Drug Interaction],C56^7892^
5099,pasireotide,pimozide,2,Critical,PASIREOTIDE/PIMOZIDE [VA Drug Interaction],C56^7894^
5100,pasireotide,mesoridazine,2,Significant,MESORIDAZINE/PASIREOTIDE [VA Drug Interaction],C56^7895^
5101,pasireotide,ziprasidone,2,Critical,PASIREOTIDE/ZIPRASIDONE [VA Drug Interaction],C56^7896^
5102,pralatrexate,probenecid,2,Significant,PRALATREXATE/PROBENECID [VA Drug Interaction],C56^7897^
5103,clobazam,esomeprazole,2,Significant,CLOBAZAM/ESOMEPRAZOLE [VA Drug Interaction],C56^7898^
5104,clobazam,fluconazole,2,Significant,CLOBAZAM/FLUCONAZOLE [VA Drug Interaction],C56^7899^
5105,clobazam,omeprazole,2,Significant,CLOBAZAM/OMEPRAZOLE [VA Drug Interaction],C56^7901^
5106,clobazam,ticlopidine,2,Significant,CLOBAZAM/TICLOPIDINE [VA Drug Interaction],C56^7902^
5107,amitriptyline,quinidine,2,Critical,AMITRIPTYLINE/QUINIDINE [VA Drug Interaction],C56^7920^
5108,clomipramine,quinidine,2,Critical,CLOMIPRAMINE/QUINIDINE [VA Drug Interaction],C56^7921^
5109,desipramine,quinidine,2,Critical,DESIPRAMINE/QUINIDINE [VA Drug Interaction],C56^7922^
5110,doxepin,quinidine,2,Critical,DOXEPIN/QUINIDINE [VA Drug Interaction],C56^7923^
5111,imipramine,quinidine,2,Critical,IMIPRAMINE/QUINIDINE [VA Drug Interaction],C56^7924^
5112,nortriptyline,quinidine,2,Critical,NORTRIPTYLINE/QUINIDINE [VA Drug Interaction],C56^7925^
5113,simvastatin,lomitapide,2,Significant,LOMITAPIDE/SIMVASTATIN [VA Drug Interaction],C56^7926^
5114,pralatrexate,sulfacytine,2,Critical,PRALATREXATE/SULFACYTINE [VA Drug Interaction],C56^7927^
5115,pralatrexate,sulfadiazine,2,Critical,PRALATREXATE/SULFADIAZINE [VA Drug Interaction],C56^7928^
5116,methotrexate,sulfacytine,2,Critical,METHOTREXATE/SULFACYTINE [VA Drug Interaction],C56^7929^
5117,methotrexate,sulfamerazine,2,Critical,METHOTREXATE/SULFAMERAZINE [VA Drug Interaction],C56^7930^
5118,pralatrexate,sulfamerazine,2,Critical,PRALATREXATE/SULFAMERAZINE [VA Drug Interaction],C56^7931^
5119,sulfamethizole,methotrexate,2,Critical,METHOTREXATE/SULFAMETHIZOLE [VA Drug Interaction],C56^7934^
5120,sulfamethizole,pralatrexate,2,Critical,PRALATREXATE/SULFAMETHIZOLE [VA Drug Interaction],C56^7935^
5121,sulfamethoxazole,pralatrexate,2,Critical,PRALATREXATE/SULFAMETHOXAZOLE [VA Drug Interaction],C56^7936^
5122,sulfapyridine,methotrexate,2,Critical,METHOTREXATE/SULFAPYRIDINE [VA Drug Interaction],C56^7937^
5123,sulfapyridine,pralatrexate,2,Critical,PRALATREXATE/SULFAPYRIDINE [VA Drug Interaction],C56^7938^
5124,sulfasalazine,methotrexate,2,Critical,METHOTREXATE/SULFASALAZINE [VA Drug Interaction],C56^7939^
5125,sulfasalazine,pralatrexate,2,Critical,PRALATREXATE/SULFASALAZINE [VA Drug Interaction],C56^7940^
5126,trimethoprim,pralatrexate,2,Critical,PRALATREXATE/TRIMETHOPRIM [VA Drug Interaction],C56^7943^
5127,colchicine,aprepitant,2,Significant,APREPITANT/COLCHICINE [VA Drug Interaction],C56^7944^
5128,colchicine,ciprofloxacin,2,Significant,CIPROFLOXACIN/COLCHICINE [VA Drug Interaction],C56^7945^
5129,colchicine,imatinib,2,Significant,COLCHICINE/IMATINIB [VA Drug Interaction],C56^7946^
5130,quinidine,boceprevir,2,Critical,BOCEPREVIR/QUINIDINE [VA Drug Interaction],C56^7947^
5131,tipranavir,quinidine,2,Critical,QUINIDINE/TIPRANAVIR [VA Drug Interaction],C56^7949^
5132,azithromycin,quinidine,2,Significant,AZITHROMYCIN/QUINIDINE [VA Drug Interaction],C56^7950^
5133,chloroquine,azithromycin,2,Significant,AZITHROMYCIN/CHLOROQUINE [VA Drug Interaction],C56^7951^
5134,chloroquine,clarithromycin,2,Significant,CHLOROQUINE/CLARITHROMYCIN [VA Drug Interaction],C56^7952^
5135,chloroquine,erythromycin,2,Significant,CHLOROQUINE/ERYTHROMYCIN [VA Drug Interaction],C56^7953^
5136,chlorpromazine,azithromycin,2,Significant,AZITHROMYCIN/CHLORPROMAZINE [VA Drug Interaction],C56^7954^
